fileName,latitude,longitude,altitude_amsl,altitude_wgs84,heading,pitch,roll
IMG_0553.JPG,41.036704,-83.3053526,312.98,276.7,52.2,-1.42,-5.89
IMG_0554.JPG,41.03683865,-83.30511235,314.12,281.62,40.95,-7.97,-5.13
IMG_0555.JPG,41.0369646,-83.3048348,313.52,279.81,63.77,-12.29,-10.51
IMG_0556.JPG,41.0371276,-83.3045409,314.25,280.71,47.12,-3.37,-5.05
IMG_0557.JPG,41.0372558,-83.3043034,314.74,282.98,28.06,-2.97,-6.15
IMG_0558.JPG,41.0375923,-83.304821,318.99,285.99,241.78,6.52,0.59
IMG_0559.JPG,41.0373706,-83.3052718,317.99,283.63,232.75,1.15,-5.89
IMG_0560.JPG,41.0371153,-83.3056592,317.3,284.35,235.66,-2.61,-2.41
IMG_0561.JPG,41.0368925,-83.3061069,316.05,283.19,229.21,-0.46,-4.6
IMG_0562.JPG,41.0366279,-83.3065276,316.1,284.11,216.78,-1.99,-3.97
IMG_0563.JPG,41.0364396,-83.3067962,316.23,284.8,232.1,5.05,-0.7
IMG_0564.JPG,41.0362318,-83.3072191,313.66,282.27,232.76,-7.78,-3.54
IMG_0565.JPG,41.0365962,-83.3073969,321.4,285.12,37.67,7.62,1.53
IMG_0566.JPG,41.0367356,-83.3071096,320.45,285.49,58.83,7.31,2.77
IMG_0567.JPG,41.0368749,-83.3067801,320.18,285.91,56.95,2.06,-10.64
IMG_0568.JPG,41.036979,-83.3064314,322.62,288.04,63.19,5.67,6.18
IMG_0569.JPG,41.0372041,-83.3061626,321.4,286.77,25.14,7.92,1.89
IMG_0570.JPG,41.0373809,-83.3058745,320.6,285.3,55.6,9.76,-0.4
IMG_0571.JPG,41.0375501,-83.30555,321.16,285.08,52.82,8.12,-3.59
IMG_0572.JPG,41.0377102,-83.305252,315.37,278.21,47.25,7.15,1.63
IMG_0573.JPG,41.0378221,-83.3049599,316.1,278.93,64.25,2.18,-5.49
IMG_0574.JPG,41.0382263,-83.3054335,318.59,284.39,246.91,0.67,2.77
IMG_0575.JPG,41.0378113,-83.3060373,320.54,285.57,219.19,6.85,-1.05
IMG_0576.JPG,41.0374852,-83.3065602,315.97,280.96,242.18,1.88,-2.66
IMG_0577.JPG,41.0372723,-83.3070507,315.67,281.03,236.58,-4.62,-5.48
IMG_0578.JPG,41.0370742,-83.3075065,320.49,288.63,238.95,-2.49,-6.85
IMG_0579.JPG,41.0370867,-83.3082028,314.55,277.68,52.42,0.15,-5.96
IMG_0580.JPG,41.0372333,-83.307916,323.23,288.77,53.35,1.23,-10.9
IMG_0581.JPG,41.0373555,-83.3076119,318.07,283.3,65.6,5.73,-1.8
IMG_0582.JPG,41.0374608,-83.3073278,317.81,283.28,60.73,-0.28,-1.32
IMG_0583.JPG,41.0375846,-83.3070226,321.31,286.01,59.92,3.79,-5.42
IMG_0584.JPG,41.0377316,-83.3067606,318.65,284.14,70.69,5.17,-7.43
IMG_0585.JPG,41.0379075,-83.3065335,318.8,284.66,33.58,0.54,-4.16
IMG_0586.JPG,41.0380436,-83.30624115,321.31,286.84,66.73,2.83,-3
IMG_0587.JPG,41.0382106,-83.3059367,321.4,285.59,56.79,5.52,-4.34
IMG_0588.JPG,41.0383607333,-83.3056262667,322.42,286.41,58.75,8.33,1.92
IMG_0589.JPG,41.0379236,-83.3059112,318.58,284.29,252.52,7.24,-2.01
IMG_0590.JPG,41.0379207,-83.3061515,315.69,281.71,151.59,4.66,-1.19
IMG_0591.JPG,41.0376922,-83.3059838,312.71,279.69,156.11,0.61,0.65
IMG_0592.JPG,41.03739855,-83.30577815,313.08,280.12,150.56,-6.04,-7.88
IMG_0593.JPG,41.0371956,-83.3055446,314.21,282.17,145.91,-5.76,-5.53
IMG_0594.JPG,41.0370134,-83.3053283,314.66,282.37,129.73,-7.87,-14.75
IMG_0595.JPG,41.0367899,-83.3051086,312.01,279.41,153.65,-5.03,-11.54
IMG_0596.JPG,41.0364249,-83.3049103,313.65,280.66,162.43,-9.88,-8.73
IMG_0597.JPG,41.036175,-83.3047152,312.62,280.56,141.41,-11.31,1.07
IMG_0598.JPG,41.0359603,-83.3044672,314.31,281.23,134.34,0.88,-0.96
IMG_0599.JPG,41.0357438,-83.3042926,316.76,285.01,154.35,-2.82,-0.24
IMG_0600.JPG,41.034645,-83.3057856,315.74,282.74,59.41,5.22,2.24
IMG_0601.JPG,41.0347414,-83.3055246,316.34,284.39,81.94,-3.08,-4.65
IMG_0602.JPG,41.0348303,-83.3052419,320.04,287.66,59.98,-2.18,-6.11
IMG_0603.JPG,41.0349511,-83.3049476,325.32,291.98,63.92,0.63,-3.93
IMG_0604.JPG,41.0351075,-83.304684,319.81,284.89,44.81,5.65,5.51
IMG_0605.JPG,41.0352723,-83.3044583,316.83,282.7,37.58,-0.03,-3.18
IMG_0606.JPG,41.0354327,-83.3040435,321.54,287.92,64.61,3.28,-3.61
IMG_0607.JPG,41.0362741,-83.3067487,316.77,282.03,72.71,5.58,-1.22
IMG_0608.JPG,41.0362404,-83.306356,319.79,286.01,89.7,5.55,-2.59
IMG_0609.JPG,41.0362439,-83.3059779,318.49,284.2,97.29,4.87,-3.5
IMG_0610.JPG,41.0362331,-83.3056269,318.57,285.41,95.96,4.01,-2.57
IMG_0611.JPG,41.0362436,-83.3052613,321.34,285.96,94.94,6.02,-0.71
IMG_0612.JPG,41.0362653,-83.3048512,322.85,288.22,83.17,13.53,-14.32
