#Rev: sensefly/geoinfo/2
fileName	latitude	longitude	altitude_amsl	altitude_wgs84	heading	pitch	roll
IMG_0570.JPG	41.0373809000	-83.3058745000	320.60	285.30	55.60	9.76	-0.40
IMG_0571.JPG	41.0375501000	-83.3055500000	321.16	285.08	52.82	8.12	-3.59
IMG_0572.JPG	41.0377102000	-83.3052520000	315.37	278.21	47.25	7.15	1.63
IMG_0573.JPG	41.0378221000	-83.3049599000	316.10	278.93	64.25	2.18	-5.49
IMG_0574.JPG	41.0382263000	-83.3054335000	318.59	284.39	246.91	0.67	2.77
IMG_0575.JPG	41.0378113000	-83.3060373000	320.54	285.57	219.19	6.85	-1.05
IMG_0576.JPG	41.0374852000	-83.3065602000	315.97	280.96	242.18	1.88	-2.66
IMG_0577.JPG	41.0372723000	-83.3070507000	315.67	281.03	236.58	-4.62	-5.48
IMG_0578.JPG	41.0370742000	-83.3075065000	320.49	288.63	238.95	-2.49	-6.85
IMG_0579.JPG	41.0370867000	-83.3082028000	314.55	277.68	52.42	0.15	-5.96
IMG_0580.JPG	41.0372333000	-83.3079160000	323.23	288.77	53.35	1.23	-10.90
IMG_0581.JPG	41.0373555000	-83.3076119000	318.07	283.30	65.60	5.73	-1.80
IMG_0582.JPG	41.0374608000	-83.3073278000	317.81	283.28	60.73	-0.28	-1.32
IMG_0583.JPG	41.0375846000	-83.3070226000	321.31	286.01	59.92	3.79	-5.42
IMG_0584.JPG	41.0377316000	-83.3067606000	318.65	284.14	70.69	5.17	-7.43
IMG_0585.JPG	41.0379075000	-83.3065335000	318.80	284.66	33.58	0.54	-4.16
IMG_0586.JPG	41.0380436000	-83.3062411500	321.31	286.84	66.73	2.83	-3.00
IMG_0587.JPG	41.0382106000	-83.3059367000	321.40	285.59	56.79	5.52	-4.34
IMG_0588.JPG	41.0383607333	-83.3056262667	322.42	286.41	58.75	8.33	1.92
IMG_0589.JPG	41.0379236000	-83.3059112000	318.58	284.29	252.52	7.24	-2.01
IMG_0590.JPG	41.0379207000	-83.3061515000	315.69	281.71	151.59	4.66	-1.19
IMG_0591.JPG	41.0376922000	-83.3059838000	312.71	279.69	156.11	0.61	0.65
IMG_0592.JPG	41.0373985500	-83.3057781500	313.08	280.12	150.56	-6.04	-7.88
IMG_0593.JPG	41.0371956000	-83.3055446000	314.21	282.17	145.91	-5.76	-5.53
IMG_0594.JPG	41.0370134000	-83.3053283000	314.66	282.37	129.73	-7.87	-14.75
IMG_0595.JPG	41.0367899000	-83.3051086000	312.01	279.41	153.65	-5.03	-11.54
IMG_0596.JPG	41.0364249000	-83.3049103000	313.65	280.66	162.43	-9.88	-8.73
IMG_0597.JPG	41.0361750000	-83.3047152000	312.62	280.56	141.41	-11.31	1.07
IMG_0598.JPG	41.0359603000	-83.3044672000	314.31	281.23	134.34	0.88	-0.96
IMG_0599.JPG	41.0357438000	-83.3042926000	316.76	285.01	154.35	-2.82	-0.24
IMG_0600.JPG	41.0346450000	-83.3057856000	315.74	282.74	59.41	5.22	2.24
IMG_0601.JPG	41.0347414000	-83.3055246000	316.34	284.39	81.94	-3.08	-4.65
IMG_0602.JPG	41.0348303000	-83.3052419000	320.04	287.66	59.98	-2.18	-6.11
IMG_0603.JPG	41.0349511000	-83.3049476000	325.32	291.98	63.92	0.63	-3.93
IMG_0604.JPG	41.0351075000	-83.3046840000	319.81	284.89	44.81	5.65	5.51
IMG_0605.JPG	41.0352723000	-83.3044583000	316.83	282.70	37.58	-0.03	-3.18
IMG_0606.JPG	41.0354327000	-83.3040435000	321.54	287.92	64.61	3.28	-3.61
IMG_0607.JPG	41.0362741000	-83.3067487000	316.77	282.03	72.71	5.58	-1.22
IMG_0608.JPG	41.0362404000	-83.3063560000	319.79	286.01	89.70	5.55	-2.59
IMG_0609.JPG	41.0362439000	-83.3059779000	318.49	284.20	97.29	4.87	-3.50
IMG_0610.JPG	41.0362331000	-83.3056269000	318.57	285.41	95.96	4.01	-2.57
IMG_0611.JPG	41.0362436000	-83.3052613000	321.34	285.96	94.94	6.02	-0.71
IMG_0612.JPG	41.0362653000	-83.3048512000	322.85	288.22	83.17	13.53	-14.32
